,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
feels,-0.63305306,0.8911175,-0.5462228,0.45207357,-0.0830995,0.21041887,0.3798602,0.39050174,-0.07570162,-0.19406664,-0.9251407,0.59275144,-0.26599655,0.4595199,-0.9694324,0.38742468,0.50748765,-0.54078126,-0.0023902026,-0.25271073,-0.13420448,-0.20672764,0.21778964,0.07953258,0.22885737,0.5425152,-0.5863104,-0.19887717,-0.4698297,-0.116003335,-0.7140491,-0.33116686,-0.8676699,-0.08663236,0.76593065,-0.05817656,0.46782994,-0.9308598,-0.16874021,-0.060988788,0.16934763,-0.11240718,0.12254816,-0.613562,0.3399108,-0.28883937,-0.25180346,-0.02669364,0.37054437,0.20064771,-0.6309922,-0.6970863,1.1304015,0.34552667,-0.009878575,0.61856276,0.095508024,0.7583424,0.24112079,0.4068856,-0.28430146,0.34385094,-0.778055,0.12944265,-0.19495668,-0.13204262,0.8882234,-0.34030533,-0.9990788,0.668463,0.37930366,-0.044434678,-0.32876292,-0.026521606,0.42084584,-0.59608895,0.4134194,0.1872364,0.39075392,0.28794116,-0.6710935,-0.4812134,-0.3462979,0.05707399,-0.27234572,-0.14305696,-0.18161373,-1.1089224,-0.43346173,0.9536261,0.17686725,0.54449636,-0.38678333,0.7439006,-0.17055719,0.09377511,0.39908823,-0.098175794,-0.7747168,-0.32759705
authentic,-0.48034486,0.7126829,-0.68404573,0.07109538,0.113681585,0.036103494,0.46023512,0.5274796,0.24219176,0.123657435,-0.68131727,-0.034721006,-0.9350718,-0.13034181,-0.7704932,0.6325376,0.32821354,-0.1801168,0.066007055,-0.21574853,-0.1219839,0.77502024,-0.029977525,0.1673524,0.1757116,0.39295998,-0.6749517,0.0067397538,-0.48582113,-0.6357965,-0.22590788,-0.075231776,-0.7461266,0.05737348,0.20878838,0.014344485,0.33335137,-0.8676165,0.2519771,-0.073689625,0.10150716,-0.12129944,0.5255643,-0.5220511,0.2516403,-0.35196874,-0.016742172,-0.14523223,0.28158668,0.0056486297,-0.6616498,-0.8336094,0.3150868,0.3207037,-0.06493648,0.80948585,-0.090926856,-0.12689084,-0.020994373,0.32581168,-0.33766037,0.07082068,-0.4783245,-0.08897953,-0.39913222,0.22126433,0.600444,0.26312038,-1.098261,0.702224,-0.81146896,0.49678284,-0.21448293,-0.39182153,0.33167756,0.47362804,0.062183257,-0.016459843,-0.20286721,0.16435434,-0.21174742,-0.24233991,-0.64856946,0.5362821,-0.29750866,0.0033458897,-0.35882172,-0.5877454,-0.60899574,0.08223127,0.34671018,0.7137528,-0.86250436,0.2683233,-0.21032,-0.016659167,-0.08066214,0.72358453,-0.5259817,0.3364364
forty,0.8326834,0.54230946,-0.6621484,0.26558495,-0.54546523,0.5800677,-0.43619472,0.26402828,-0.03772874,-0.31729212,0.14075254,0.46474123,-0.18698774,1.247811,-0.14416811,-0.75297713,0.9957803,-0.22208215,-0.66877055,0.20561709,-0.18335527,-0.11491056,0.10234298,0.5868058,0.4413579,-0.17990954,-0.6408685,-0.24160363,0.33391637,0.00894843,-0.8289198,-0.13506407,0.1594109,0.05668534,-0.69251037,0.2470211,-0.11304461,0.19708534,0.33476645,0.18105638,0.6458105,0.5291792,0.57277644,-0.7895473,-1.377218,0.14339818,0.31958127,0.7976188,0.21711724,-0.6239554,0.089142576,-0.47627962,0.05061964,0.57966167,0.64017504,0.21823879,-0.6149624,-0.4666468,-0.49413168,0.6567941,-0.56649524,-0.5069213,-0.982697,0.42982015,-0.8714278,0.70010954,0.20805386,-0.51682174,-0.94188595,-0.4614663,-0.087800086,-0.13662426,0.11164921,0.09025497,0.6028186,-0.20831425,-0.9593025,0.29418346,-0.13390927,-0.5832803,0.5669579,-0.3412507,0.051574282,0.6178942,0.82279515,-0.59075606,-0.66553015,-0.60058534,0.54217666,-0.97443354,-0.9264456,0.2042609,-0.22518393,0.57508105,0.2937107,0.11488462,0.30658108,0.4119852,-0.45506698,-0.47971043
astonishingly,-0.37842232,-0.18914185,-0.15879047,-0.008365663,-0.5626192,0.40856978,-0.7588637,0.23822092,0.52069414,0.23045643,-0.56837106,0.81218606,0.028624695,0.8419102,-0.0482787,-0.8507721,-0.7787552,-0.2849534,0.35751614,-0.35286826,-0.21293236,0.90140057,0.23035309,0.1664649,0.1316946,-0.29579344,0.09939496,0.4070456,-0.12375317,-0.7989342,-0.116357245,0.57214653,-0.51744795,0.048394777,0.23353902,-1.2963438,0.42281967,-0.70146364,-0.1980674,0.47278404,0.7754311,0.83124,0.5188069,-0.22957933,0.20306417,-0.12757741,-0.4849257,0.04769925,0.83997226,-1.2977306,0.29550478,-1.3794715,0.6119486,0.24842042,-0.4726215,-0.18627246,0.082478754,0.031471606,-0.18901166,-0.84767693,0.7759458,-0.010346647,0.25924858,-0.3768283,-0.07807738,-1.0985975,0.68122566,-0.53683645,-0.8136828,1.2116878,-0.17376359,-1.1095822,-0.29220295,0.18278192,0.10975014,-1.5981423,-0.3098543,-0.204786,-0.24622425,-0.20334871,0.12515938,-0.027775804,0.25858286,0.30795336,-0.57522327,-0.45366982,0.7983955,-0.0199838,-0.29442838,0.0898654,-1.0153095,0.39223114,0.0061348723,-0.073650815,0.6206867,-0.39470688,-0.46388552,0.34047556,-0.10646293,0.23242405
loss,0.6204787,-0.051487856,0.0011703138,1.0081985,-0.54018253,0.0028492713,-0.03460469,0.44074336,-0.051550142,0.65763384,-0.4699883,0.4319209,-0.3271331,1.3059148,-0.09939104,0.06351091,0.70504135,0.002381953,-0.5601431,-0.10280275,-0.28411672,-0.19376545,0.57253814,0.37132332,-0.21994887,-0.13402916,-0.2247933,0.37298536,0.6036683,0.16436796,-0.640555,-0.4603256,0.7025119,-0.13960934,-0.8548021,-0.07095365,0.16654867,-0.21458821,0.6349746,0.33097574,0.32004452,0.14210695,0.7194159,-0.2694435,-1.1912267,0.22922952,-0.05405241,0.40155736,-0.2919014,-0.49192798,0.30003408,-0.5998042,0.08298017,0.7560458,0.3463016,-0.07332999,-0.7616323,-0.68235934,-0.037701312,0.35375643,0.10227657,-0.9950857,-0.5257478,-0.024112623,0.3435344,0.5957327,0.57697994,-0.3892258,-0.7929588,-0.76798147,0.007972563,-0.212939,0.5272978,0.10551536,0.2916378,0.17158191,-0.429242,0.33758822,-0.28945866,-0.21355848,0.41784182,-0.391085,0.4263519,0.5731663,1.0015775,-0.33789653,-1.0289199,-0.52087545,-0.21093506,0.17094815,-0.8026324,0.25397152,-0.3773797,0.05626035,0.3434425,0.14964652,0.09927412,-0.14200254,-0.59462637,-0.056012288
sequences,-0.00026866258,0.073047645,-0.44645452,-0.07693641,0.25003964,0.28983757,-0.08756968,0.17516632,-0.33452624,0.590419,-0.35912028,1.093816,0.3265923,0.9456883,-0.55904514,-0.30488923,0.40678927,-0.31598356,-0.566296,0.07027045,-0.17935447,-0.64098704,0.26079324,0.23441426,0.31213146,-0.24985498,0.00979447,-0.5367768,0.161995,0.026043324,-0.014140467,0.72174895,0.1208125,0.30266583,-0.12651308,0.13342647,0.24916644,0.89325124,-0.22118348,0.5805491,0.38701993,0.22472787,0.38090965,0.47340938,-0.6500536,0.10563074,0.054140378,0.4170864,0.42363438,-0.32564184,-0.5307303,-0.13955002,-0.34644884,-0.5858075,0.5932807,0.36341903,-1.0502294,-0.4346564,0.29824534,0.01490844,0.37710124,0.08775624,-0.15360956,0.45464504,-0.3209979,0.33251244,0.04474676,-0.6124592,-0.30349097,0.06561409,-0.050248556,0.39823234,0.02914827,-0.031598676,-0.34176105,-0.1292292,-0.5284415,-0.3350752,0.26961774,-0.037251044,-0.15718639,-0.16212459,0.024248714,0.05838059,0.52846944,-0.26248068,0.37723225,-0.38501027,-0.40247878,-0.21474646,-0.6797076,0.3473205,-0.3533645,-0.016292408,0.120595165,-0.5295996,-0.25974587,0.06669104,-0.69026303,-0.14018516
themselves,0.3359977,0.89022046,-0.4140543,0.38734582,0.23889713,0.5004289,0.10406588,0.51758647,-0.5437613,0.58419657,-0.85787994,0.57540643,-0.5502775,-0.075394735,-0.4212522,0.6406494,0.1926654,0.4566797,0.29910508,-0.3716388,-0.037003566,0.5406497,0.46763474,-0.113562725,0.17457333,-0.12321174,-0.07468621,0.48742038,-0.70362353,-0.00409416,-0.6407602,-0.46771666,0.52545387,-0.61040133,-0.34064943,0.13910516,-0.89202434,-0.24191593,-0.092631124,-0.39151487,0.13842016,0.007865464,0.27270037,-0.74767125,-0.056334753,-1.0791928,-0.56822664,-0.005456841,0.929651,-1.0509319,-0.06381033,-0.90670186,-0.5179388,-0.11164299,0.51151526,0.70890844,-0.26667884,0.80772156,0.017685382,0.68456537,0.9819564,0.16168855,-0.45702973,0.24001779,0.19348198,0.06832872,0.80289817,-0.7229559,-0.64427996,0.27258837,-0.1874765,-0.9141513,0.10996846,-0.2744608,-0.04685752,0.46950284,0.21968019,0.38420078,0.6187942,-0.5181845,-0.6070513,-0.53545725,-0.07276928,-0.4405917,-0.82860035,-0.046768796,0.19411328,-0.9514205,-0.17395426,-0.3443216,-0.05359787,0.85767215,-0.71576625,0.46246618,-0.11747245,0.30182782,0.49745062,-0.15647784,0.42433655,-0.70007
rewards,-0.6135908,0.43019992,0.018836197,-0.31878486,-0.20255819,0.31673563,-0.46260768,0.3258681,0.19601803,-0.029534325,0.12578675,1.2139722,-0.2639542,-0.11926581,-0.3395024,-0.35155994,0.13680758,0.23321204,0.3520612,-0.66931474,0.115735695,0.6242539,0.7618431,0.2240196,0.56583154,0.37424788,-0.63520914,0.000509802,-0.36401245,-0.12745436,0.20682776,-0.23015645,-0.18795604,1.2897267,-0.10498301,0.34922758,0.028288852,-0.41689575,0.10676546,0.25102788,0.39354917,0.3111812,0.2133698,0.07262967,0.39252093,0.71994305,-0.4166345,-0.23699403,0.8278547,-0.5589974,0.1728384,-0.743383,0.8346893,0.03991788,-0.08902823,-0.04378872,0.46305907,-0.086578585,-0.3007455,0.79127455,0.60456765,-0.04636232,-0.45826784,-0.15337758,0.3920623,0.1909781,0.34995854,-0.5605326,0.21168566,0.015269887,0.1077925,-0.53125226,-0.5132059,-0.852377,0.03791819,-0.26352388,-0.46938604,-1.1183388,-0.44982204,-0.4053326,-0.39847973,-0.17864273,0.038701702,-0.6883141,-0.6964673,0.845038,0.1288381,-0.34008294,0.56851315,-0.540245,-0.42506778,0.47007057,0.49704507,-0.17713104,0.27812675,-0.66196334,0.19013608,0.043416567,0.5932103,-0.45460054
chemistry,-0.66139257,0.05779386,-0.14692698,-0.024210935,-0.37633568,0.9592292,-0.57879025,0.36840138,-0.42266583,-1.4884566,-1.1496444,0.16730651,-0.25199378,0.8240433,-0.43130338,-0.3203076,0.2957973,-0.4549319,-0.044908565,0.52016646,-0.2544017,0.7870111,1.2365781,0.1818573,0.9029394,-0.2713296,0.17544135,-0.094118245,0.06701323,-0.69742197,0.024390211,0.7781647,0.20590205,-0.59144324,0.5252375,-0.41022244,-0.10564571,-0.48711455,0.13094541,0.9436538,1.1317651,-0.772942,0.24140096,0.033978265,0.24545328,0.08666128,0.45413387,-0.4660122,0.88220024,-0.86728066,0.9023216,-1.7620765,0.5560489,0.46906248,-0.11420627,-0.28412786,-1.2697116,0.2582359,-0.7970301,0.90467465,-0.43776527,0.37841332,-0.85155284,-0.5599857,-0.29989243,1.0863104,0.39047015,-1.6407515,-0.05440476,-0.18336958,0.6820797,-0.11201558,-0.0004421876,0.95794356,-0.39007303,-0.7622982,0.9702048,0.1413089,-0.067363,-0.3143707,-0.6649988,-0.63960624,-0.45941612,-0.14150526,-0.79196566,0.3932847,0.010765642,-0.40614894,0.9473407,-0.37866777,-0.8645585,0.46615,0.591583,-0.2406741,0.90731555,0.60418016,0.45661005,-0.22199556,0.21151151,0.072331026
excise,1.0342379,0.4537148,-0.27966142,1.0638949,-0.8615364,0.8196697,0.08932576,0.43849757,0.16808942,-0.08977321,-0.15750974,0.37717643,0.12889147,1.5046141,0.26253748,-0.6975433,0.8922849,-0.27684334,-0.83268136,-0.22129537,0.31511647,0.2764109,-0.28969663,0.66543895,-0.1958286,0.7333811,-0.8888228,-0.3646239,0.13279085,0.084742755,-0.93662035,-0.5869355,0.30282953,0.124170355,-0.051277954,-0.16655003,1.0176287,-0.4310682,0.23226191,0.44968298,0.34350362,0.5507164,0.49078128,-0.9404536,-1.421443,0.2535169,-0.0002647972,0.04405446,0.415475,-0.17328486,-0.46506864,-0.5389278,0.14238587,0.6664299,1.111456,-0.16137347,-0.49770018,-0.253603,-0.16330159,0.3759595,-0.15363741,-0.5220631,-0.67611825,0.42029855,-1.1625485,0.2365522,0.17098124,-0.6044674,-0.611923,0.2731996,-0.09034271,-0.46430677,0.112566456,0.40163073,1.1394093,0.10803314,-0.9139058,0.07902135,-0.15551937,-0.54575443,0.8955632,-0.6770534,-0.20910865,0.36431748,0.7541217,-0.49083897,-0.20827527,-1.0363452,0.6430946,-0.31073925,-0.77257967,0.4538891,-0.69660085,0.472931,-0.022163901,0.33893764,-0.060537215,0.0924598,0.09200665,0.19527173
inspection,0.31334817,0.7979607,-0.8382302,-0.011867574,0.30667332,-0.05682612,0.15426219,-0.10553939,-0.1856573,-0.09420258,-0.48759192,0.29473254,-0.78458726,0.09621252,-0.384841,0.7470176,-0.09245221,0.20777684,0.0926409,-0.17885435,-0.3840332,1.2932898,0.21541345,-0.6349492,-0.067764305,0.23792128,-0.46024182,0.4230997,-0.78408813,-0.28019562,-0.70938087,-0.5409206,0.19883822,-0.49975982,-0.38816664,0.5108515,-0.4019191,-0.6444652,0.32894906,-0.016150849,0.2487773,0.1282378,0.83892894,-0.27037132,-0.4713337,-0.83200794,-0.22822885,-0.6449825,0.6463472,-0.92432535,-0.84071285,-0.8533212,0.16598389,-0.4490675,0.2911673,0.32572573,-0.65302455,0.41207483,-0.23742366,0.80721766,0.096805766,0.13995987,0.21141605,0.50368947,-0.3676318,0.011437874,0.51614696,0.36717185,-0.6968854,0.84147877,-1.1382931,-0.028677678,0.20214139,-0.36372098,-0.18200174,0.89658034,0.27404052,0.6573094,0.23725654,-0.1925441,-0.5085641,-0.63773197,0.012100077,-0.06729114,-0.4655881,-0.04760385,-0.21811211,-0.74301165,-0.5958761,-0.48675308,0.118794434,1.1642232,-0.4653885,0.29462278,-0.14278553,-0.25183392,-0.16667494,0.119972475,0.35288194,-0.19422927
serves,-0.10305345,0.5798715,-0.86893225,0.4748057,-0.40844604,0.8442354,0.048871685,1.1592988,-0.26863953,-0.7554489,-0.2819557,0.16395633,0.10875788,0.61498165,-0.88977695,1.105,-0.07163308,-0.12238535,0.1784526,0.2935472,-0.1029233,0.5201031,-0.09938381,-0.084776744,0.3656394,0.3367506,0.057916522,0.36810935,0.103570186,-0.48949328,-0.54312104,-0.47066453,-0.09933068,0.36431536,0.30133292,0.2642741,0.17632921,-0.463953,-0.0008656312,0.2610997,0.5837216,-0.08869236,0.9951166,-0.06729268,-0.05720094,-0.17359746,0.4188222,0.27822214,0.20823854,-0.30741313,-0.4509203,-0.28185654,0.39347976,-0.40071532,-0.15033922,0.9796726,0.11809266,0.44365916,-0.21871316,-0.041875407,-0.3355993,0.32035697,-0.075026974,-0.035492126,0.5657074,-0.23378159,0.6857162,-0.482667,-0.32884791,-0.0728941,0.28330213,0.5657118,0.14416711,-0.17596231,0.19168,0.025306722,-0.588589,-0.3898071,0.5989289,-0.74771535,-0.390124,-0.5684002,-0.30775034,0.26841652,-0.75859267,-0.15421598,-0.7000087,0.1296055,-0.2215326,0.5962958,-0.2969208,0.6365304,0.15129451,-0.10200736,0.3058005,-0.4084483,-0.44072923,-0.03926672,0.011940221,-0.29512295
assured,-0.42271546,0.7834102,0.3508682,0.074906126,-0.7835864,0.11326515,-0.1447322,1.0815744,-0.1310445,-0.5275441,0.0999494,0.42272484,0.0012002953,-0.068460934,-0.4044204,0.6102673,-0.17698327,0.4201183,-0.48688653,0.091524206,0.17496689,0.28834438,-0.25717795,-0.8093669,-0.15800998,0.34703514,0.061585233,0.34733844,0.20590565,-0.6140128,-0.9119591,-0.07966697,-0.36038977,0.39949346,0.374836,-0.07460974,0.14035074,-0.59386706,-0.07745953,0.33693853,0.8201598,1.0387177,0.44596362,-0.41655365,0.360452,0.6564122,0.142986,0.284326,0.46405387,-1.1136708,0.015161784,-0.77204466,0.67164004,-0.6451309,-0.19953813,0.08945208,0.02925734,0.1508256,-0.43642622,0.34727958,0.2556563,0.25553212,-0.25874314,-0.27258006,0.036658335,0.010442995,0.31330255,-0.9969011,-0.34004298,-0.25626117,0.11555576,0.19572145,0.15015875,0.2676602,0.21782343,-0.359114,-0.13886973,-0.24120978,-0.27767587,-0.5321878,0.31918034,-0.08782009,-0.20050187,0.27511212,-0.106393084,-0.17766818,-0.16197276,-0.37478372,-0.47011942,0.73023504,-0.44419393,0.32476944,0.86799276,-0.6362946,0.74392354,0.04524604,-0.12518688,-0.016980268,0.4176529,0.101021096
remarkable,-0.8722293,-0.20919418,-0.40388483,0.24635896,-0.36624464,-0.21254177,-0.09223923,-0.05859874,-0.2920446,-0.99155414,-1.1867576,0.30656335,-0.029461531,0.6399452,-0.66586703,-0.36565924,-0.32958257,-0.3080858,0.18661383,0.8115089,0.34008497,1.1067559,1.4387153,0.2563652,0.4572285,0.38515165,-0.14390326,-0.4381319,-0.25738886,-1.4040154,-0.24685119,0.9939104,-0.005598476,-0.44907084,0.6835953,-0.5538157,-0.47082627,-0.8026921,-0.080889255,0.3117049,0.90656483,-0.12328998,-0.26123372,-0.15369922,0.4313705,-0.2032025,-0.07937539,-0.660418,1.2188578,-0.55587727,0.7370618,-1.6567003,0.4339261,0.21776009,-0.301805,-0.5608909,-0.5295433,0.2027287,-1.0767639,0.7898772,-0.25485545,0.3471421,-0.7964616,-0.45428798,-0.2184324,0.3661518,0.11516467,-0.88332444,-0.1471982,-0.3488085,1.0223516,-0.6902181,-0.04528385,0.987553,-0.33882397,-1.218729,0.591318,0.08374418,-0.31735504,-0.009139548,0.06301242,-0.6463269,0.0789413,-0.24454033,-0.10875122,0.04182513,0.094216034,-1.0175194,0.45750427,0.0699349,-0.86161906,1.1097395,0.17833908,-0.41892815,1.2799793,-0.1266816,-0.12161766,-0.6168221,0.29131076,0.2215588
crackles,0.27884465,0.40001246,-0.94805646,0.16818458,-0.37386906,-0.3736015,0.07306272,0.8421186,-0.17398311,0.21320164,-0.111907974,0.3695058,-0.24304494,-0.34475988,-0.10810144,-0.22971943,0.1801034,0.33354467,-0.35502088,0.24323016,0.47384098,0.55046,0.24397655,-0.18301205,0.06531882,-0.35650375,-0.030422658,-0.010229273,-0.6039916,-0.47531566,0.14785217,-0.3737693,-0.267119,0.55952334,-0.28012267,-0.13853635,0.57472116,-0.705555,0.300746,-0.043850124,0.1553639,0.53662837,0.13129048,-0.38808322,-0.23532003,-0.0046601673,-0.35118258,0.83077985,0.61945903,-0.95202404,0.43000057,-0.542902,0.5941046,0.06293504,-0.7562049,-0.1510926,0.44385338,0.45168626,0.15666395,0.14565846,-0.006910561,-0.22262605,-0.27901858,-0.13855338,0.12886913,0.07034197,-0.15954024,-0.6359271,-0.8400126,-0.026047397,-0.3176642,-0.20444295,0.053736802,-0.15448296,-0.5638323,-0.712536,0.0070039127,-0.15151937,-0.02419088,0.41475883,0.25267822,-0.70298254,-0.45475996,0.36489546,-0.52247167,0.8788812,0.006988806,-0.26662406,0.36229652,0.21361484,-0.12673853,0.5806233,0.48100552,-0.36489633,0.69364923,-0.6555293,0.09606036,-0.23079804,0.85516,-0.10278941
reveal,0.04292995,0.90655047,-0.93703234,0.2545886,-0.03292982,0.52323675,0.0691452,-0.073126346,-0.32820824,0.36127427,-0.561351,0.9060193,0.09542364,0.039567586,-0.5252815,0.09963772,0.15885428,-0.17150417,0.058739606,-0.3100116,0.075645484,0.9511248,0.38692147,-0.26186493,0.6016878,-0.0026023893,0.13709664,0.3182547,0.014338713,0.4881607,-0.7386706,-0.82644206,0.18108167,-0.17219783,0.010156245,0.16822556,-0.3918614,-0.68315125,0.42000172,-0.12037299,0.5082038,-0.30341673,0.5678225,0.023449074,-0.09353736,-1.0236498,-0.95092416,0.4642915,1.1842275,-0.55935353,-0.52060914,-1.3368592,0.26502952,-0.53917295,0.44838178,0.6160421,0.09874156,0.2113172,-0.76740986,1.0019822,0.91763157,-0.048996605,-0.027931461,0.9933434,-0.059612967,0.20480339,0.7012144,-1.2473868,-0.22871599,0.2051417,-0.05558839,-0.76399195,-0.18506347,-0.47092476,-0.21088418,0.2173583,0.22914873,-0.1721099,-0.21655358,-1.2429048,-0.5985945,-0.16354656,-0.13204715,-0.28050902,-0.87632084,0.13037725,0.40148583,-0.83124465,0.5568872,-0.35436562,-0.10408207,0.98045355,-0.49080548,1.0595435,-0.50815827,0.090728804,0.15483297,-0.05237921,0.587381,-0.29428315
editor,1.0656532,0.22753151,-0.15334398,0.10188939,-1.1606712,0.7581686,0.5825907,0.18046455,0.35441166,-0.07019868,-0.8732328,0.55002636,-0.10256703,0.9025244,-0.12452668,-1.1285561,0.93195885,0.34515908,-0.4328668,-0.04735367,0.38143873,1.1712618,-0.5457582,0.9172345,-0.29867047,1.6111543,-0.3886257,1.0796875,-0.03756444,-0.57765967,-0.9335703,0.27621266,0.25291944,0.7066947,-0.13238883,-0.56820154,0.78734744,0.6879033,-1.007581,0.86974156,0.6050433,1.1244563,0.0241052,-0.5457367,-0.7507516,-0.16501996,0.14362995,-0.21764228,0.42929626,0.026308633,-0.22299494,0.14531311,-0.08139074,0.26564032,0.29000586,-0.59485334,-1.1961113,0.39095607,0.23015842,-0.1299724,0.16715857,0.554382,-0.9844704,0.20671129,-1.2158573,-0.19422026,-0.942023,-0.8924044,-0.650061,0.71879554,0.6562236,-0.4061909,-0.05087742,1.075734,0.49281487,0.19985181,-0.86701953,-0.63995725,0.32418355,-0.40937763,0.023550263,-1.1418189,-0.24856365,0.37286514,1.0326571,0.07598592,-0.9899782,-0.53707457,0.61320865,-0.6651527,-0.524498,0.85604763,0.2971318,-0.54680204,0.3997377,0.02155947,0.26850984,0.5988103,-0.6908256,0.6254212
location,-0.35620135,1.1427538,-0.06365679,0.7954028,-0.23914133,0.14876875,-0.24491033,0.28800017,0.08430231,0.39833802,-0.8020467,0.38615164,-0.090077646,0.075935505,-1.2418122,-0.14600433,-0.14012475,-0.27339467,0.13568002,-0.29898918,0.30613568,-0.4908515,0.7864022,0.008439333,-0.24605939,0.37996915,-0.79071623,-0.10063465,-0.8357217,-0.2029218,-1.0017906,-0.23790981,-0.40573797,-0.009937613,0.83303523,-0.86981547,0.34946468,-1.1413345,-0.8851899,-0.2571673,0.22228996,0.17789872,-0.233977,-0.52750844,0.19032538,0.07492874,-0.17803499,0.24947809,0.7497265,0.10753431,-0.69845855,-0.58234197,0.96081394,0.23725699,-0.33480075,0.17012766,0.26764575,0.79295313,0.19982164,-0.11989063,-0.5123458,0.32217166,-0.825136,0.37154984,-0.19661492,0.19374232,0.4676456,-0.79640687,-0.8257454,0.6147849,-0.08220167,0.05983398,-0.39629444,-0.057770953,0.005904388,-0.40406224,-0.223714,-0.2888911,-0.58810014,-0.4883978,-0.9959231,-0.24108812,-0.6472931,-0.12609318,-0.17330554,0.28454828,-0.11404564,-0.60127825,-0.02569703,0.6541741,-0.0077200397,0.7272106,-0.547795,-0.1597007,0.6023863,-0.11972206,0.37241772,-0.3454929,-0.69948214,0.436516
could,0.81209236,-0.063443616,-0.48924926,0.92824614,-1.1287714,0.9602706,0.47557902,0.53769606,0.050895773,-0.25873062,-0.46262124,0.27379823,0.20774017,1.4606276,0.15058123,-0.8738685,1.0152714,0.28780687,-0.416968,0.05262711,0.51755804,0.5883096,-0.32984105,0.30294943,0.32194802,0.727404,-1.1802098,0.38130376,-0.018013306,0.26299873,-1.000047,-0.4010091,0.5207881,0.040903777,-0.026221573,-0.67728025,1.2133428,0.66448486,-0.5571939,1.0304474,0.5542264,0.7642549,0.572084,-0.49835947,-1.1762894,-0.7662862,0.41773546,0.13760991,-0.246292,0.2622037,-0.05775443,-0.5761383,0.19323495,0.22441968,0.56958437,-0.1285799,-1.5494155,0.29285806,-0.28238592,0.07043848,-0.36609474,0.5344809,-0.8237282,0.7715787,-1.3033316,0.82439464,-0.08067762,-0.7293672,-0.7294265,0.43181136,0.22117206,-0.18174894,-0.43626255,0.044818074,0.6831586,-0.050089173,-0.9321079,-0.24583395,-0.08252456,-0.73206264,0.63230586,-0.93899816,0.091375306,-0.008393913,0.7594615,0.1886405,-1.1652853,-0.10005034,0.34610727,-0.425392,-0.7796053,0.74046135,-0.32266277,-0.39876324,-0.054090966,-0.070037484,0.10644506,0.20737061,-0.41312605,-0.12163785
own,0.24498469,0.5533539,0.2660443,0.55820197,-0.49117565,-0.21713059,0.30868813,-0.05492567,0.26563036,0.7134367,-0.9264381,0.5907935,0.41521716,0.23583941,-0.120202385,-0.012105865,-0.3085051,0.04305707,0.27146444,0.5196184,-0.31438836,-0.11850448,0.43283576,0.4049194,0.02997298,-0.052758336,-0.08059522,-0.5003096,0.11622107,-0.53112525,-0.29836315,0.21465224,0.57225055,0.2252015,-0.21559231,0.5344572,0.8386654,0.07899068,0.030597389,0.14392796,0.47847518,0.44788152,0.841358,-0.27076462,-0.86891186,0.3895638,-0.04659731,0.18870881,-1.2998302,0.009475329,-0.4131834,-0.57382923,-0.33811972,0.11486056,0.76860064,0.11023635,-1.056047,0.0076622497,-0.16674179,-0.20047338,-0.3675588,-0.7882152,-0.07795448,0.2892139,-0.35553882,0.7904683,0.5024885,-0.027367394,-0.22092466,-0.532995,-0.39242354,0.36928114,-0.122550026,-0.073741965,0.19625032,-0.6955984,0.03474128,-0.08135285,0.15111062,-0.22401269,0.3005124,0.20735766,-0.21122321,0.44706038,-0.07406594,0.8542659,0.21421474,-0.8767605,-0.95251894,-0.011652393,-0.78137153,0.7892163,-0.5499895,-0.48262793,0.63535345,-0.4513589,-0.28199032,0.9152593,-0.42323592,-0.11256532
contradicts,-0.29937023,0.3980865,0.15217575,-0.17010559,-0.24589549,0.58499944,0.20765445,0.54793805,0.53292346,0.8296834,-0.1082413,1.1704464,0.18000033,-0.010189651,-0.058971185,-0.012545319,0.50237685,-0.22764227,-0.3951732,0.72340703,-0.02437059,-0.48742414,-0.3517656,0.5232306,0.4290058,-0.44085586,-0.7434177,-0.42653614,-0.35900274,-0.38846755,-0.07301354,0.39632702,-0.20930639,-0.5906359,0.03124298,0.28022343,0.62238073,0.12296951,1.014445,0.57605404,0.35031146,0.20631523,0.8424881,-0.18882808,-0.7185426,-0.13721728,0.18669769,-0.12313704,-0.12818706,-0.25649822,0.0008194014,-0.24977483,-0.5707817,-0.34444273,0.35875797,-0.26211184,-0.6979686,-0.33126828,-0.33873758,0.0045774267,-0.69253045,0.4545436,-0.7229524,0.3232818,-0.6329788,0.1951221,-0.451238,-1.0607439,-0.09357512,-0.22260574,-0.058180988,-0.3557323,-0.49199146,-0.5428485,0.54855156,-0.29014668,-0.529378,-0.6532652,0.1698131,-0.91510844,-0.53007305,-0.18376361,0.8916231,0.60507315,0.17153041,0.61000544,-0.28610912,-0.56802505,-0.71635175,0.19342628,-0.80002564,0.22407039,0.16615441,0.41251242,-0.41127807,-0.6553561,-0.1909952,-0.39152887,-0.42366195,0.11188404
